"CellCharter_3"	"CellCharter_4"	"CellCharter_5"	"CellCharter_6"	"CellCharter_7"	"CellCharter_8"	"CellCharter_9"	"CellCharter_10"	"SCANIT_3"	"SCANIT_4"	"SCANIT_5"	"SCANIT_6"	"SCANIT_7"	"SCANIT_8"	"SCANIT_9"	"SCANIT_10"	"SEDR_3"	"SEDR_4"	"SEDR_5"	"SEDR_6"	"SEDR_7"	"SEDR_8"	"SEDR_9"	"SEDR_10"	"SpaceFlow_3"	"SpaceFlow_4"	"SpaceFlow_5"	"SpaceFlow_6"	"SpaceFlow_7"	"SpaceFlow_8"	"SpaceFlow_9"	"SpaceFlow_10"	"x"	"y"	"X"	"label"	"label_old"
"DX1_8H_128_126"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	6	2	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	5	156	-53	"DX1_8H_128_126"	"midzonal"	"Layer 4"
"DX1_8H_222_264"	2	3	3	3	3	7	7	7	0	3	3	4	6	5	5	3	1	1	1	5	5	7	1	1	0	1	0	5	4	5	6	8	250	85	"DX1_8H_222_264"	"midzonal"	"Layer 6"
"DX1_8H_173_75"	2	1	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	1	4	4	4	4	8	8	0	1	0	5	4	5	5	8	201	-104	"DX1_8H_173_75"	"periportal"	"Layer 8"
"DX1_8H_120_97"	2	1	1	4	6	0	0	6	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	148	-82	"DX1_8H_120_97"	"periportal"	"Layer 9"
"DX1_8H_200_149"	1	3	4	0	1	5	8	8	0	2	1	0	2	0	1	1	1	1	1	5	5	7	1	8	2	0	2	2	5	2	3	1	228	-30	"DX1_8H_200_149"	"midzonal"	"Layer 5"
"DX1_8H_175_240"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	1	5	1	7	1	9	1	3	3	3	6	6	0	3	203	61	"DX1_8H_175_240"	"periportal"	"Layer 7"
"DX1_8H_198_185"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	0	2	4	4	1	4	4	4	226	6	"DX1_8H_198_185"	"pericentral"	"Layer 1"
"DX1_8H_269_238"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	2	4	1	1	4	4	4	297	59	"DX1_8H_269_238"	"pericentral"	"Layer 1"
"DX1_8H_134_216"	2	1	3	3	3	7	7	7	1	1	4	2	0	3	8	9	1	1	4	5	5	7	8	8	0	1	0	5	4	5	5	2	162	37	"DX1_8H_134_216"	"midzonal"	"Layer 5"
"DX1_8H_143_151"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	1	5	2	171	-28	"DX1_8H_143_151"	"pericentral"	"Layer 1"
"DX1_8H_237_194"	1	2	4	0	1	5	5	5	2	0	3	1	3	5	0	6	1	1	1	5	5	7	1	1	1	0	1	0	0	2	3	0	265	15	"DX1_8H_237_194"	"midzonal"	"Layer 6"
"DX1_8H_188_273"	0	0	0	5	5	3	3	3	2	3	3	4	6	7	4	6	2	2	3	3	2	2	2	3	0	1	0	1	4	5	6	8	216	94	"DX1_8H_188_273"	"midzonal"	"Layer 3"
"DX1_8H_242_119"	1	2	4	0	1	5	8	8	2	0	3	1	3	5	0	6	1	1	1	1	1	1	1	1	2	0	2	2	5	2	3	1	270	-60	"DX1_8H_242_119"	"midzonal"	"Layer 6"
"DX1_8H_284_149"	2	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	1	1	1	1	1	1	0	1	0	1	3	1	7	5	312	-30	"DX1_8H_284_149"	"midzonal"	"Layer 5"
"DX1_8H_148_96"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	176	-83	"DX1_8H_148_96"	"pericentral"	"Layer 1"
"DX1_8H_232_177"	2	1	1	1	4	6	6	9	1	0	2	3	5	1	6	7	1	3	1	1	1	3	6	6	1	3	3	3	6	6	0	3	260	-2	"DX1_8H_232_177"	"midzonal"	"Layer 4"
"DX1_8H_147_235"	1	3	3	3	3	7	7	7	1	1	4	2	0	3	7	9	1	1	1	5	1	1	1	1	0	1	0	5	4	5	5	8	175	56	"DX1_8H_147_235"	"midzonal"	"Layer 4"
"DX1_8H_251_151"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	279	-28	"DX1_8H_251_151"	"pericentral"	"Layer 1"
"DX1_8H_136_168"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	164	-11	"DX1_8H_136_168"	"midzonal"	"Layer 3"
"DX1_8H_224_133"	1	2	2	2	1	5	5	5	0	2	1	0	2	0	5	3	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	252	-46	"DX1_8H_224_133"	"midzonal"	"Layer 6"
"DX1_8H_140_203"	2	1	3	4	3	0	0	0	1	1	4	2	0	3	3	9	2	3	3	3	2	2	3	3	0	1	0	1	4	1	5	2	168	24	"DX1_8H_140_203"	"midzonal"	"Layer 3"
"DX1_8H_134_101"	1	3	4	0	0	3	3	3	1	1	2	3	5	1	6	2	2	2	2	2	2	2	2	2	0	1	0	1	3	1	7	5	162	-78	"DX1_8H_134_101"	"pericentral"	"Layer 2"
"DX1_8H_198_252"	1	3	4	0	0	5	3	8	1	0	2	3	5	1	6	7	1	1	1	5	5	7	1	1	0	3	2	1	2	7	7	5	226	73	"DX1_8H_198_252"	"midzonal"	"Layer 3"
"DX1_8H_267_223"	1	2	4	0	1	5	5	5	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	295	44	"DX1_8H_267_223"	"midzonal"	"Layer 6"
"DX1_8H_261_121"	1	3	4	0	0	3	8	3	0	2	1	0	2	0	1	1	1	1	1	5	5	7	8	8	1	0	1	0	0	7	3	0	289	-58	"DX1_8H_261_121"	"periportal"	"Layer 7"
"DX1_8H_152_278"	0	3	3	3	3	7	7	7	2	3	3	4	6	7	4	6	2	2	3	3	2	2	2	3	0	1	0	1	3	4	4	4	180	99	"DX1_8H_152_278"	"pericentral"	"Layer 1"
"DX1_8H_217_239"	0	0	0	5	5	2	2	2	2	0	2	3	5	1	6	7	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	245	60	"DX1_8H_217_239"	"pericentral"	"Layer 2"
"DX1_8H_287_136"	2	1	3	3	3	7	7	7	0	2	3	4	1	5	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	5	1	0	315	-43	"DX1_8H_287_136"	"periportal"	"Layer 9"
"DX1_8H_177_98"	1	3	4	0	1	3	8	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	5	2	2	1	205	-81	"DX1_8H_177_98"	"midzonal"	"Layer 5"
"DX1_8H_195_195"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	7	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	223	16	"DX1_8H_195_195"	"midzonal"	"Layer 5"
"DX1_8H_212_163"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	3	4	5	6	6	5	5	5	1	3	3	3	6	6	0	3	240	-16	"DX1_8H_212_163"	"midzonal"	"Layer 5"
"DX1_8H_184_225"	1	2	4	0	1	5	8	8	2	0	0	1	3	6	0	7	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	212	46	"DX1_8H_184_225"	"periportal"	"Layer 7"
"DX1_8H_270_205"	2	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	8	8	1	0	3	0	6	6	0	7	298	26	"DX1_8H_270_205"	"periportal"	"Layer 8"
"DX1_8H_248_131"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	276	-48	"DX1_8H_248_131"	"pericentral"	"Layer 1"
"DX1_8H_290_156"	1	3	4	0	3	7	8	3	0	2	1	0	1	5	5	3	1	1	4	4	5	7	8	8	2	0	2	2	5	2	3	1	318	-23	"DX1_8H_290_156"	"periportal"	"Layer 8"
"DX1_8H_159_261"	1	2	2	2	6	4	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	187	82	"DX1_8H_159_261"	"periportal"	"Layer 8"
"DX1_8H_92_126"	1	3	3	4	6	4	0	4	1	1	2	3	0	1	3	2	1	1	4	4	4	4	4	4	2	3	2	2	2	7	7	3	120	-53	"DX1_8H_92_126"	"midzonal"	"Layer 5"
"DX1_8H_154_164"	0	0	4	0	0	3	3	3	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	182	-15	"DX1_8H_154_164"	"midzonal"	"Layer 3"
"DX1_8H_258_239"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	286	60	"DX1_8H_258_239"	"pericentral"	"Layer 1"
"DX1_8H_185_114"	0	0	0	5	5	3	3	3	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	213	-65	"DX1_8H_185_114"	"pericentral"	"Layer 2"
"DX1_8H_281_167"	1	3	4	0	1	5	8	5	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	309	-12	"DX1_8H_281_167"	"midzonal"	"Layer 4"
"DX1_8H_281_197"	0	0	0	5	0	3	3	3	2	0	0	1	4	2	0	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	309	18	"DX1_8H_281_197"	"midzonal"	"Layer 3"
"DX1_8H_196_154"	1	2	2	2	2	1	1	1	0	3	3	4	6	5	4	8	1	1	1	5	5	7	1	1	1	0	3	0	4	5	6	9	224	-25	"DX1_8H_196_154"	"periportal"	"Layer 9"
"DX1_8H_229_226"	1	3	4	0	0	3	8	3	2	0	0	5	4	2	0	4	1	3	1	1	1	1	6	6	2	2	2	2	5	3	2	1	257	47	"DX1_8H_229_226"	"midzonal"	"Layer 4"
"DX1_8H_211_236"	2	2	2	2	2	4	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	239	57	"DX1_8H_211_236"	"midzonal"	"Layer 6"
"DX1_8H_250_243"	2	1	1	4	4	0	6	4	1	1	4	2	0	3	8	9	1	1	4	4	4	4	4	4	0	3	0	1	2	1	5	2	278	64	"DX1_8H_250_243"	"periportal"	"Layer 7"
"DX1_8H_144_92"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	2	2	0	2	0	1	3	4	4	4	172	-87	"DX1_8H_144_92"	"pericentral"	"Layer 1"
"DX1_8H_109_110"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	3	137	-69	"DX1_8H_109_110"	"periportal"	"Layer 8"
"DX1_8H_155_221"	2	1	1	1	4	6	6	9	1	1	4	2	0	3	8	9	1	1	1	1	1	1	1	1	0	3	3	3	2	6	5	3	183	42	"DX1_8H_155_221"	"midzonal"	"Layer 5"
"DX1_8H_228_100"	1	3	3	0	0	3	3	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	5	2	3	1	256	-79	"DX1_8H_228_100"	"midzonal"	"Layer 4"
"DX1_8H_152_147"	1	2	4	0	1	4	0	8	1	1	2	3	0	1	3	2	1	1	1	5	1	1	1	1	2	3	2	2	2	7	7	5	180	-32	"DX1_8H_152_147"	"midzonal"	"Layer 4"
"DX1_8H_180_248"	1	2	2	2	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	0	3	0	208	69	"DX1_8H_180_248"	"periportal"	"Layer 8"
"DX1_8H_196_186"	1	3	4	0	0	3	8	3	1	0	0	3	5	1	6	7	1	3	3	3	3	3	3	3	2	2	2	2	1	3	2	5	224	7	"DX1_8H_196_186"	"midzonal"	"Layer 3"
"DX1_8H_203_196"	0	0	0	5	5	2	6	9	1	0	2	3	5	1	6	7	2	2	2	2	2	2	2	2	0	1	0	1	3	4	8	2	231	17	"DX1_8H_203_196"	"pericentral"	"Layer 2"
"DX1_8H_212_240"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	5	7	8	8	1	0	1	0	0	0	1	0	240	61	"DX1_8H_212_240"	"periportal"	"Layer 8"
"DX1_8H_131_176"	2	1	3	4	6	7	0	0	1	1	2	2	0	3	3	9	1	3	3	1	3	3	6	6	0	1	0	1	2	1	5	2	159	-3	"DX1_8H_131_176"	"midzonal"	"Layer 4"
"DX1_8H_171_239"	2	2	1	1	4	6	6	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	199	60	"DX1_8H_171_239"	"periportal"	"Layer 8"
"DX1_8H_218_241"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	0	2	4	4	1	4	4	4	246	62	"DX1_8H_218_241"	"pericentral"	"Layer 1"
"DX1_8H_202_120"	1	2	4	0	1	5	8	8	0	2	1	0	2	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	230	-59	"DX1_8H_202_120"	"midzonal"	"Layer 5"
"DX1_8H_179_101"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	0	2	4	4	1	4	4	4	207	-78	"DX1_8H_179_101"	"pericentral"	"Layer 2"
"DX1_8H_153_281"	1	3	3	3	3	7	7	7	0	3	3	4	6	5	4	6	1	3	1	1	1	1	1	1	0	1	0	5	4	5	6	8	181	102	"DX1_8H_153_281"	"midzonal"	"Layer 5"
"DX1_8H_130_168"	0	0	3	3	0	3	3	3	1	1	2	3	5	1	6	2	2	2	2	2	2	2	2	2	0	1	0	1	3	4	4	4	158	-11	"DX1_8H_130_168"	"pericentral"	"Layer 1"
"DX1_8H_158_196"	1	3	3	4	0	0	0	0	1	1	2	3	0	1	3	2	2	2	3	3	2	2	3	3	0	1	0	1	2	1	5	2	186	17	"DX1_8H_158_196"	"pericentral"	"Layer 2"
"DX1_8H_294_198"	2	1	3	3	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	322	19	"DX1_8H_294_198"	"periportal"	"Layer 9"
"DX1_8H_241_247"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	269	68	"DX1_8H_241_247"	"pericentral"	"Layer 1"
"DX1_8H_180_150"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	208	-29	"DX1_8H_180_150"	"midzonal"	"Layer 4"
"DX1_8H_220_147"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	248	-32	"DX1_8H_220_147"	"pericentral"	"Layer 1"
"DX1_8H_130_108"	1	2	1	4	1	4	0	4	1	1	2	3	0	1	3	2	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	158	-71	"DX1_8H_130_108"	"periportal"	"Layer 7"
"DX1_8H_280_133"	1	3	3	3	3	7	7	3	0	3	3	4	6	5	4	6	1	1	1	5	1	1	1	1	2	1	2	2	4	2	6	8	308	-46	"DX1_8H_280_133"	"midzonal"	"Layer 5"
"DX1_8H_174_254"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	4	6	202	75	"DX1_8H_174_254"	"pericentral"	"Layer 2"
"DX1_8H_130_129"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	158	-50	"DX1_8H_130_129"	"pericentral"	"Layer 1"
"DX1_8H_170_103"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	0	2	2	5	2	3	1	198	-76	"DX1_8H_170_103"	"midzonal"	"Layer 4"
"DX1_8H_260_143"	1	3	4	0	0	7	8	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	5	288	-36	"DX1_8H_260_143"	"midzonal"	"Layer 4"
"DX1_8H_225_192"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	253	13	"DX1_8H_225_192"	"periportal"	"Layer 9"
"DX1_8H_142_129"	1	3	4	0	0	5	8	8	1	0	0	1	3	4	0	7	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	170	-50	"DX1_8H_142_129"	"midzonal"	"Layer 5"
"DX1_8H_174_253"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	2	6	202	74	"DX1_8H_174_253"	"pericentral"	"Layer 2"
"DX1_8H_212_198"	1	2	2	2	4	4	6	4	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	240	19	"DX1_8H_212_198"	"periportal"	"Layer 8"
"DX1_8H_163_205"	0	0	0	5	0	3	3	2	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	2	1	5	2	191	26	"DX1_8H_163_205"	"midzonal"	"Layer 3"
"DX1_8H_206_144"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	234	-35	"DX1_8H_206_144"	"periportal"	"Layer 7"
"DX1_8H_145_79"	2	2	2	2	2	1	1	1	0	2	3	4	1	5	5	8	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	173	-100	"DX1_8H_145_79"	"periportal"	"Layer 9"
"DX1_8H_189_276"	2	3	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	3	1	1	1	1	6	1	0	1	0	5	4	5	5	8	217	97	"DX1_8H_189_276"	"midzonal"	"Layer 6"
"DX1_8H_191_165"	2	1	1	4	6	4	0	4	1	1	4	2	0	3	7	5	1	1	1	5	5	7	8	8	1	3	3	3	6	6	0	3	219	-14	"DX1_8H_191_165"	"periportal"	"Layer 7"
"DX1_8H_151_259"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	3	2	2	2	7	7	5	179	80	"DX1_8H_151_259"	"midzonal"	"Layer 4"
"DX1_8H_211_93"	1	3	4	0	1	5	5	5	2	2	1	0	3	5	1	6	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	239	-86	"DX1_8H_211_93"	"midzonal"	"Layer 5"
"DX1_8H_224_236"	1	2	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	252	57	"DX1_8H_224_236"	"periportal"	"Layer 8"
"DX1_8H_213_257"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	3	2	2	2	7	7	5	241	78	"DX1_8H_213_257"	"periportal"	"Layer 7"
"DX1_8H_173_152"	0	0	0	5	5	2	2	2	2	0	2	3	5	1	6	7	2	2	2	3	2	2	2	2	0	2	0	1	3	4	4	4	201	-27	"DX1_8H_173_152"	"pericentral"	"Layer 2"
"DX1_8H_262_122"	1	3	4	0	0	3	8	3	2	0	3	1	3	5	0	6	1	3	1	1	1	1	6	6	2	0	2	2	5	2	3	1	290	-57	"DX1_8H_262_122"	"midzonal"	"Layer 4"
"DX1_8H_257_216"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	285	37	"DX1_8H_257_216"	"pericentral"	"Layer 1"
"DX1_8H_197_226"	2	2	2	2	2	4	1	4	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	8	1	0	3	0	6	6	0	7	225	47	"DX1_8H_197_226"	"periportal"	"Layer 7"
"DX1_8H_188_111"	1	3	4	0	1	3	8	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	2	5	2	2	1	216	-68	"DX1_8H_188_111"	"midzonal"	"Layer 4"
"DX1_8H_144_263"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	1	5	5	7	8	9	1	3	3	3	6	6	0	3	172	84	"DX1_8H_144_263"	"midzonal"	"Layer 5"
"DX1_8H_196_98"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	2	6	224	-81	"DX1_8H_196_98"	"pericentral"	"Layer 1"
"DX1_8H_106_134"	1	3	3	4	6	7	0	7	1	1	2	3	0	1	3	2	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	134	-45	"DX1_8H_106_134"	"periportal"	"Layer 7"
"DX1_8H_221_207"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	7	1	1	4	5	5	7	8	8	1	0	1	0	0	7	3	0	249	28	"DX1_8H_221_207"	"periportal"	"Layer 7"
"DX1_8H_183_101"	1	2	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	211	-78	"DX1_8H_183_101"	"periportal"	"Layer 8"
"DX1_8H_153_162"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	4	7	5	181	-17	"DX1_8H_153_162"	"midzonal"	"Layer 3"
"DX1_8H_228_261"	2	3	3	3	3	0	7	0	1	3	3	2	1	3	8	8	1	3	1	1	1	1	6	6	0	1	0	5	4	1	5	2	256	82	"DX1_8H_228_261"	"pericentral"	"Layer 2"
"DX1_8H_263_113"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	291	-66	"DX1_8H_263_113"	"pericentral"	"Layer 1"
"DX1_8H_157_225"	2	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	185	46	"DX1_8H_157_225"	"midzonal"	"Layer 6"
"DX1_8H_228_117"	2	1	3	3	3	0	7	7	1	1	4	2	1	6	7	5	1	1	4	5	5	7	8	8	1	3	3	3	2	6	0	3	256	-62	"DX1_8H_228_117"	"periportal"	"Layer 8"
"DX1_8H_122_120"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	3	150	-59	"DX1_8H_122_120"	"midzonal"	"Layer 6"
"DX1_8H_285_183"	2	1	1	1	4	0	6	4	0	2	1	0	1	5	5	3	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	313	4	"DX1_8H_285_183"	"periportal"	"Layer 7"
"DX1_8H_298_192"	2	1	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	1	4	4	5	7	8	8	0	1	0	5	4	5	6	8	326	13	"DX1_8H_298_192"	"periportal"	"Layer 7"
"DX1_8H_255_194"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	0	283	15	"DX1_8H_255_194"	"periportal"	"Layer 9"
"DX1_8H_221_135"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	8	1	0	3	3	6	6	0	7	249	-44	"DX1_8H_221_135"	"periportal"	"Layer 9"
"DX1_8H_164_209"	1	2	4	0	1	5	5	8	1	1	2	3	0	1	3	2	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	192	30	"DX1_8H_164_209"	"midzonal"	"Layer 5"
"DX1_8H_233_142"	0	0	0	5	0	3	3	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	6	2	2	2	4	1	3	2	6	261	-37	"DX1_8H_233_142"	"midzonal"	"Layer 5"
"DX1_8H_139_114"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	5	167	-65	"DX1_8H_139_114"	"pericentral"	"Layer 1"
"DX1_8H_287_152"	1	3	3	3	3	7	7	7	0	2	1	0	1	5	5	3	1	1	4	4	4	4	8	4	2	0	2	2	5	2	3	0	315	-27	"DX1_8H_287_152"	"periportal"	"Layer 7"
"DX1_8H_142_169"	1	2	4	4	1	4	0	4	1	1	2	2	0	3	3	5	1	1	1	5	5	7	1	1	1	3	3	1	2	1	5	3	170	-10	"DX1_8H_142_169"	"midzonal"	"Layer 4"
"DX1_8H_145_279"	2	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	1	3	3	6	6	0	1	0	1	4	1	5	2	173	100	"DX1_8H_145_279"	"midzonal"	"Layer 3"
"DX1_8H_185_239"	1	2	4	0	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	213	60	"DX1_8H_185_239"	"periportal"	"Layer 8"
"DX1_8H_234_114"	2	2	2	2	2	4	1	4	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	262	-65	"DX1_8H_234_114"	"periportal"	"Layer 9"
"DX1_8H_178_98"	0	0	0	5	5	3	3	3	2	0	0	1	4	2	0	0	1	3	3	1	3	3	6	6	2	2	2	4	1	3	2	6	206	-81	"DX1_8H_178_98"	"midzonal"	"Layer 3"
"DX1_8H_182_232"	0	0	0	5	5	3	3	3	2	0	0	5	4	2	2	7	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	210	53	"DX1_8H_182_232"	"pericentral"	"Layer 2"
"DX1_8H_222_133"	1	2	2	2	2	1	1	5	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	250	-46	"DX1_8H_222_133"	"midzonal"	"Layer 6"
"DX1_8H_213_121"	0	0	0	5	5	2	2	2	2	0	0	1	3	7	0	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	241	-58	"DX1_8H_213_121"	"midzonal"	"Layer 3"
"DX1_8H_176_207"	1	3	4	0	0	5	8	8	1	0	0	1	4	1	6	7	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	5	204	28	"DX1_8H_176_207"	"midzonal"	"Layer 4"
"DX1_8H_288_200"	1	2	4	0	1	5	8	1	2	0	0	1	3	4	0	4	1	1	4	4	4	4	4	4	2	0	2	2	5	2	3	1	316	21	"DX1_8H_288_200"	"periportal"	"Layer 8"
"DX1_8H_247_133"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	2	2	4	4	1	3	2	6	275	-46	"DX1_8H_247_133"	"pericentral"	"Layer 2"
"DX1_8H_160_235"	1	2	1	4	6	4	0	4	1	1	2	3	0	6	3	7	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	188	56	"DX1_8H_160_235"	"periportal"	"Layer 8"
"DX1_8H_230_253"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	2	6	258	74	"DX1_8H_230_253"	"pericentral"	"Layer 1"
"DX1_8H_166_204"	1	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	194	25	"DX1_8H_166_204"	"midzonal"	"Layer 5"
